Date,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,PS,TQV,CLOUD_AMT,TOA_SW_DWN,City
10/29/2021,12.34,14.24,10.73,88.35,8.23,5.67,1.7071,2.4178,98.31,19,82.3,3.6247,Cardiff
10/30/2021,10.64,12.53,8.1,89.27,10.25,4.41,1.9546,2.4238,98.31,15.51,64.8,3.5606,Cardiff
10/31/2021,11.42,12.79,10.05,83.83,14.73,8.12,1.4659,2.3227,97.71,16.12,77.87,3.4973,Cardiff
11/1/2021,9.38,11.36,6.92,83.67,1.88,4.9,1.873,2.3126,98.26,12.2,65.74,3.4351,Cardiff
11/2/2021,7.62,10.56,5.12,88.13,1.21,1.89,1.697,2.2678,98.71,12.55,50.18,3.3737,Cardiff
11/3/2021,7.24,10.36,4.87,92.27,0.56,2.91,1.4004,2.1492,99.42,13.46,67.39,3.3132,Cardiff
11/4/2021,5.98,9.78,3.55,90.77,0.01,3.35,1.9867,2.1653,100.57,10.82,42.2,3.2537,Cardiff
11/5/2021,7.37,11.73,3.35,94.49,0.02,2.3,1.3354,2.0412,101.47,16.66,80.16,3.1954,Cardiff
11/6/2021,10.95,12.53,9.01,93.13,2.13,5.5,1.0267,2.0429,101.23,18.34,95.35,3.1382,Cardiff
11/7/2021,8.88,11.28,5.64,84.83,0.02,4.1,1.6567,2.0501,101.11,12.97,82.38,3.0818,Cardiff
11/8/2021,9.58,13.18,5.78,97.91,0.97,2.46,0.8717,1.8091,101.08,25.87,85.42,3.0266,Cardiff
11/9/2021,11.09,13.72,8.92,95.28,0.52,3.59,0.9638,1.8946,101.01,18.48,81.88,2.9726,Cardiff
11/10/2021,11.68,13.82,10.05,96.81,1.38,1.86,0.7428,1.7628,101.03,22.69,94.34,2.9196,Cardiff
11/11/2021,10.38,12.96,8.96,93.76,1.01,2.92,0.8834,1.771,100.91,19.46,95.92,2.868,Cardiff
11/12/2021,11.68,12.65,10.17,93.56,3.45,5.71,0.989,1.8144,99.86,18.19,82.79,2.8174,Cardiff
11/13/2021,10.44,12.63,8.96,91.02,0.09,2.88,1.0579,1.7532,100.56,15.31,78.88,2.7679,Cardiff
11/14/2021,8.29,11.89,6.39,93.66,0.05,1.83,1.2869,1.7071,101.29,15.58,56.95,2.7194,Cardiff
11/15/2021,8.01,10.54,6,93.85,0.34,0.89,0.6605,1.6205,101.48,16.83,85.78,2.6726,Cardiff
11/16/2021,9.88,11.68,8.68,96.88,1.1,2.47,0.6614,1.6253,101.01,17.62,89.24,2.6266,Cardiff
11/17/2021,8.74,10.93,6.32,89.37,0.14,3.11,1.3099,1.6738,101.3,13.73,85.34,2.5817,Cardiff
11/18/2021,10.5,12.88,7.75,96.93,0.86,3.43,0.8681,1.5425,101.72,20.38,93.64,2.5382,Cardiff
11/19/2021,10.57,12.59,9.1,95.98,0.47,1.95,0.828,1.5091,101.86,19.66,67.73,2.4958,Cardiff
11/20/2021,9.21,10.5,8.15,91.93,0.65,2.3,0.5251,1.5127,101.21,17.53,89.71,2.4547,Cardiff
11/21/2021,5.24,7.65,3.12,90.48,0.08,4.11,1.3474,1.6099,101,7.93,52.91,2.4149,Cardiff
11/22/2021,3.91,7.8,2.42,95.03,0.01,3.92,1.5014,1.5665,101.94,9.57,33.59,2.3762,Cardiff
11/23/2021,5.48,9.15,2.27,95.16,0.19,2.11,0.8616,1.4916,102.03,14.91,74.9,2.339,Cardiff
11/24/2021,6.24,7.2,4.87,91.48,0.7,1.52,0.6838,1.4671,100.97,13.46,95.9,2.3028,Cardiff
11/25/2021,4.78,7.23,2.9,89.91,0.15,3.5,1.3438,1.4803,100.62,9.54,66.46,2.268,Cardiff
11/26/2021,6.47,8.46,4.43,88.22,6.01,6.87,0.935,1.4417,98.65,11.36,81.67,2.2344,Cardiff
11/27/2021,3.33,4.76,1.1,76.47,0.54,9.21,0.9,1.4371,98.93,7.56,73.09,2.2018,Cardiff
11/28/2021,2.84,5.68,0.3,89.56,0.59,3.36,1.0385,1.3846,99.65,9.11,81.84,2.1708,Cardiff
11/29/2021,3.63,7.82,-0.47,88.89,0.27,2.45,0.8002,1.3303,100.28,13.23,85.62,2.141,Cardiff
11/30/2021,10.01,11.02,8.05,95.17,5.78,6.02,0.5028,1.2468,99.82,20.87,97.28,2.1127,Cardiff
12/1/2021,6.66,10.02,1.8,89.67,1.55,6.33,0.7433,1.321,99.01,11.01,74.74,2.0856,Cardiff
12/2/2021,3.14,5.48,1.07,88.74,1.45,2.89,1.2262,1.3339,100.11,9.87,61.77,2.0597,Cardiff
12/3/2021,6.85,8.7,4.06,96.01,4.89,2.44,0.4858,1.2516,99.08,15.13,96.02,2.0352,Cardiff
12/4/2021,5.84,7.27,5.04,86.65,2.09,6.04,1.0661,1.307,98.81,9.97,65.42,2.0119,Cardiff
12/5/2021,4.87,6.91,2.01,86.86,0.21,5.36,0.8446,1.2214,99.87,9.34,76.94,1.9901,Cardiff
12/6/2021,4.97,8.6,2.24,88.48,4.11,4.45,0.7162,1.2154,99.76,10.87,74.99,1.9694,Cardiff
12/7/2021,6.08,9.37,3.18,89.85,13.36,7.7,0.3389,1.1688,97.91,12.96,92.08,1.9502,Cardiff
12/8/2021,5.8,6.44,5.34,77.92,1.54,8.53,0.7238,1.2348,98.02,10.41,88.85,1.9322,Cardiff
12/9/2021,6.58,9.8,3.8,90.18,5.17,4.92,0.6036,1.158,98.62,13.13,87.6,1.9157,Cardiff
12/10/2021,5.16,6.73,3.66,91.12,0.69,5.21,0.9646,1.2163,99.09,9.81,57.53,1.9003,Cardiff
12/11/2021,6.98,10.46,3.05,97.73,3.59,3.38,0.4694,1.1194,100.2,20.75,98.61,1.8864,Cardiff
12/12/2021,10.67,11.93,10.26,95.89,2.57,4.79,0.5287,1.1232,100.56,17.98,80.11,1.8739,Cardiff
12/13/2021,10.11,10.83,9.44,95.71,2.38,4.24,0.4874,1.08,100.88,19.33,99.2,1.8626,Cardiff
12/14/2021,10.06,11.66,8.6,96.34,0.98,3.53,0.4385,1.1186,101.36,14.81,92.18,1.8528,Cardiff
12/15/2021,9.28,11.18,8.48,97.32,0.28,2.75,0.2966,1.1146,101.84,14.02,99.26,1.8442,Cardiff
12/16/2021,7.85,10.49,3.74,91.12,0.08,1.12,0.3434,1.1208,102.57,10.17,98.08,1.837,Cardiff
12/17/2021,5.9,8.3,2.98,95.48,0.11,3.26,0.4675,1.1052,102.75,9.41,88.64,1.831,Cardiff
12/18/2021,6.53,7.96,5.52,96.36,0.22,3.8,0.6022,1.109,102.57,11.5,70.59,1.8264,Cardiff
12/19/2021,5.68,6.47,3.95,96.79,0.37,2.97,0.6624,1.1321,102.18,9.14,76.63,1.8235,Cardiff
12/20/2021,4.07,5.48,3.19,94.71,0.24,3.6,0.281,1.145,101.58,7.77,97.76,1.8216,Cardiff
12/21/2021,2.38,5.49,-0.09,94.95,0.04,3.2,0.5304,1.079,101.17,6.55,99.21,1.8209,Cardiff
12/22/2021,3.57,5.51,0.91,95.2,2.72,3.93,0.3926,1.0126,100.37,14.79,99.73,1.8216,Cardiff
12/23/2021,8.22,10.89,5.84,97.7,1.44,3.65,0.2342,1.0486,99.43,17.47,78.75,1.8235,Cardiff
12/24/2021,7.45,9.74,5.85,98.61,4.98,2.39,0.2011,1.0574,99,14.39,88.93,1.8266,Cardiff
12/25/2021,7.43,8.58,6.04,97.43,15.78,4.15,0.264,1.0003,98.83,18.15,93.64,1.8312,Cardiff
12/26/2021,7.41,9.33,5.39,98.24,1.43,1.87,0.6372,1.0805,98.7,14.02,81.57,1.8372,Cardiff
12/27/2021,8.09,10.24,5.61,97.74,4.36,3.09,0.3607,1.0601,97.68,16.88,85.09,1.8444,Cardiff
12/28/2021,8.44,9.36,7.07,95.38,6.35,5.48,0.6146,1.1035,98.22,16.61,83.5,1.8533,Cardiff
12/29/2021,10.5,12.72,8.03,96.35,8.76,5.17,0.4433,1.1122,99.1,23.81,96.59,1.8636,Cardiff
12/30/2021,11.73,12.63,11.27,95.3,4.39,6.23,0.3072,1.0841,99.86,23.53,96.47,1.8754,Cardiff
12/31/2021,11.42,12.83,10.2,96.01,2.39,4.88,0.5141,1.127,100.29,20.14,98.89,1.8881,Cardiff
1/1/2022,11.12,12.5,10.07,94.38,0.81,5.3,0.4584,1.0934,100.18,17.75,93.19,1.9022,Cardiff
1/2/2022,9.74,11.14,8.98,93.35,7.36,5.54,0.5626,1.1803,99.71,15.85,64.46,1.9178,Cardiff
1/3/2022,8.57,9.52,7.56,94.38,1.35,5.08,0.5323,1.2055,99.48,12.15,84.17,1.9346,Cardiff
1/4/2022,4.6,7.5,2.59,88.76,2.23,4.45,0.881,1.2158,99.14,9.34,69.82,1.9526,Cardiff
1/5/2022,2.88,5.81,1.13,90.18,0.14,3.48,1.0572,1.2727,100.37,6.52,51.97,1.9723,Cardiff
1/6/2022,3.78,7.5,0.08,91.44,3.46,4.37,0.2851,1.1791,100.19,10.11,87.59,1.993,Cardiff
1/7/2022,4.52,5.19,3.66,93.08,5.79,4.73,0.4356,1.2696,99.88,10.67,86.09,2.015,Cardiff
1/8/2022,7.19,10.02,4.88,92.08,9.09,6.42,0.288,1.259,98.87,14.24,86.87,2.0386,Cardiff
1/9/2022,5.47,7.48,4.72,93.2,1.78,4.12,0.9948,1.3092,99.14,12.46,73.03,2.0638,Cardiff
1/10/2022,6.89,8.83,4.47,97.64,1.38,2.04,0.313,1.1801,100.48,18.39,94.75,2.0902,Cardiff
1/11/2022,6.93,8.49,3.63,98.08,2.45,1.76,0.5054,1.3061,101.79,16.21,76.88,2.1178,Cardiff
1/12/2022,4.42,7.95,2.2,91.18,0.11,1.18,1.3135,1.3658,102.89,11.51,29.8,2.147,Cardiff
1/13/2022,3.94,7.04,2.18,88.87,0.18,0.51,1.3109,1.38,102.86,11.12,15.78,2.1775,Cardiff
1/14/2022,1.89,5.61,-0.11,96.68,0.04,2.21,1.3656,1.3922,102.25,12.72,9.37,2.2094,Cardiff
1/15/2022,3.41,6.3,0.26,96.91,0.63,1.76,0.5417,1.3742,101.23,10.28,82.81,2.2426,Cardiff
1/16/2022,4.98,7.96,1.23,97.2,1.19,2.27,0.7154,1.4256,101.55,11.58,76.18,2.2771,Cardiff
1/17/2022,2.94,6.87,0.55,92.9,0.02,1.47,1.4794,1.499,102.58,9.17,15.31,2.3129,Cardiff
1/18/2022,2.85,5,0.66,96.56,0.21,1.51,0.7454,1.4606,102.35,10.48,72.37,2.3498,Cardiff
1/19/2022,5.38,9.27,2.57,94.68,0.72,3.44,1.0495,1.5353,101.66,10.86,55.51,2.3882,Cardiff
1/20/2022,2.22,5.54,-0.46,89.4,0.02,2.55,1.3006,1.5893,102.49,8.67,38.15,2.4281,Cardiff
1/21/2022,1.67,5.83,-0.46,93.29,0.01,2.05,0.7759,1.5766,102.77,10.11,65.95,2.4686,Cardiff
1/22/2022,3.33,5.99,1.25,92.65,0.08,1.6,0.8597,1.6142,102.6,9.39,67.52,2.5106,Cardiff
1/23/2022,2.95,4.13,1.99,90.88,0.21,1.26,0.5957,1.6606,102.23,8.68,88.24,2.5541,Cardiff
1/24/2022,3.09,4.51,2.27,94.32,0.36,1.89,0.4066,1.6447,102.05,8.26,89.21,2.5987,Cardiff
1/25/2022,2.44,3.51,1.2,88.85,0.27,0.91,0.4306,1.6498,102.2,8.09,82.29,2.6446,Cardiff
1/26/2022,4.2,7.29,1.22,92.77,0.03,2.86,0.9768,1.7018,102.07,8.2,81.84,2.6918,Cardiff
1/27/2022,7.06,10.71,3.04,95.99,1.17,3.66,1.1076,1.7662,101.8,13.14,60.14,2.7403,Cardiff
1/28/2022,6,9.16,2.67,97.14,0.97,3.39,0.9487,1.7822,102.2,12.68,79.9,2.7893,Cardiff
1/29/2022,7.79,10.35,2.81,95.63,1.06,5.46,0.9014,1.8178,101.86,12.22,57.1,2.8397,Cardiff
1/30/2022,4.87,8.48,1.57,92.15,1.22,3.5,1.7194,1.9111,101.82,9.59,43.37,2.8918,Cardiff
1/31/2022,5.86,7.77,4.43,87.67,0.17,5.63,1.0716,1.937,101.46,14.51,92.44,2.9453,Cardiff
2/1/2022,8.53,10.05,6.48,95.51,0.9,5.88,1.3534,1.925,101.24,16.17,68.28,3,Cardiff
2/2/2022,7.86,9.34,6.91,92.01,0.4,3.3,1.2379,1.9598,101.11,12.83,79.7,3.0562,Cardiff
2/3/2022,7.87,9.1,7.01,95.49,0.96,4.25,1.0248,1.9555,100.16,13.81,95.67,3.1133,Cardiff
2/4/2022,5.58,8.82,2.64,89.29,4.67,5.46,1.7549,2.1876,100.05,10.5,66.2,3.1716,Cardiff
2/5/2022,6.48,9.25,2.43,93.02,3.41,6.4,1.0538,2.1058,100.59,14.3,82.44,3.2306,Cardiff
2/6/2022,8.21,9.56,4.71,87.86,10.4,8.26,1.1978,2.2013,99.79,14.86,74.91,3.2909,Cardiff
2/7/2022,6.83,10.03,2.39,95.01,1.1,4.12,1.157,2.1576,101.29,12.65,71.52,3.3526,Cardiff
2/8/2022,9.05,10.94,7.52,93.91,0.47,5.31,1.0884,2.2334,101.39,14.08,87.59,3.415,Cardiff
2/9/2022,7.86,9.91,5.33,92.76,1.95,3.24,1.0262,2.2915,101.1,15.93,85.67,3.479,Cardiff
2/10/2022,4.66,6.79,2.34,87.97,0.57,3.53,1.8559,2.5109,101.22,8.89,69.74,3.5436,Cardiff
2/11/2022,3.52,7.12,0.85,90.88,0.08,2.67,1.782,2.5462,101.86,7.28,81.9,3.6091,Cardiff
2/12/2022,6.42,8.76,4.29,89.37,4.05,6.44,1.0867,2.3357,100.58,13.92,98.79,3.6754,Cardiff
2/13/2022,8.56,10.16,6.89,94.85,17.67,6.86,0.4349,2.4451,98.43,19.38,99.6,3.743,Cardiff
2/14/2022,6.07,7.84,3.01,90.92,1.18,5.34,1.092,2.6258,98.95,10.53,70.47,3.8112,Cardiff
2/15/2022,7,9.08,2.88,96.59,12.31,4.58,0.613,2.507,99.29,18.34,97.51,3.8806,Cardiff
2/16/2022,10.6,12.29,8.56,92.83,4.96,9.24,1.032,2.532,98.57,18.14,81.28,3.9506,Cardiff
2/17/2022,8.01,9.43,6.18,84.63,4.45,6.5,2.0794,2.8056,99.63,11.4,66.81,4.0217,Cardiff
2/18/2022,6.72,10.66,3.92,84.3,5.76,9.51,1.5778,2.8769,98.5,12.42,77.57,4.0937,Cardiff
2/19/2022,6.19,9.42,3.52,90.99,6.48,6.45,1.1971,2.7746,99.72,13.86,80.97,4.1662,Cardiff
2/20/2022,8.61,10.62,4.66,88.93,11.92,10.18,0.7716,2.8337,99.25,17.3,89.67,4.2398,Cardiff
2/21/2022,6.67,8.68,4.73,82.59,0.71,8.36,1.7801,3.0437,100.16,10.31,70.96,4.314,Cardiff
2/22/2022,7.95,10.34,4.51,92.53,1.53,5.65,2.0333,3.0619,100.69,11.1,56.1,4.3891,Cardiff
2/23/2022,6.75,9.51,4.55,94.04,1.21,5.33,1.6298,3.0389,100.7,10.9,74.1,4.4647,Cardiff
2/24/2022,5.33,7.63,4.33,83.43,5.35,6.71,2.2334,3.2856,100.01,9.38,69.94,4.5408,Cardiff
2/25/2022,5.57,9.01,2.91,86.75,0.06,3.82,2.9455,3.2489,101.46,10.77,31.41,4.6176,Cardiff
2/26/2022,5.23,9.31,2.33,90.08,0.02,4.41,2.5368,3.3322,101.39,8.98,42.27,4.6956,Cardiff
2/27/2022,6.07,9.9,2.58,88.76,0.2,4.85,3.1337,3.2578,100.82,9.29,25.36,4.7741,Cardiff
2/28/2022,7.79,9.46,5.78,96.77,9.17,3.6,0.8741,3.2083,100.94,20.52,98.88,4.8533,Cardiff
3/1/2022,6.16,7.94,4.67,92.08,4.65,5.03,1.0505,3.2774,101.32,16.12,94.69,4.9327,Cardiff
3/2/2022,7.34,9.72,5.35,95.81,4.65,4.65,0.767,3.0103,100.48,18.97,98.45,5.0126,Cardiff
3/3/2022,7.94,9.66,6.23,95.96,8.84,3.36,1.0721,3.3017,100.08,18.5,99.75,5.093,Cardiff
3/4/2022,6.02,9.26,2.54,89.76,0.28,3.5,2.6669,3.6485,100.86,10.05,76.66,5.1742,Cardiff
3/5/2022,4.53,8.16,1.88,85.62,0.08,4.61,2.9477,3.7435,101.39,7.9,51.08,5.2558,Cardiff
3/6/2022,3.97,7.43,1.65,87.31,0.15,4.59,1.7309,3.7006,101.67,7.84,73.75,5.3381,Cardiff
3/7/2022,3.36,7.55,0.72,85.7,0.07,4.61,2.6606,3.8318,101.01,5.98,70.01,5.4206,Cardiff
3/8/2022,5.82,9.77,1.36,89.68,0.44,5.42,1.8593,3.5004,99.84,11.79,65.71,5.5034,Cardiff
3/9/2022,7.98,10.55,5.78,90.74,1.04,5.94,1.8053,3.7913,100.01,14.23,90.79,5.587,Cardiff
3/10/2022,8.6,10.65,6.63,89.36,0.99,4.44,2.0081,3.9146,100.03,15.47,85.25,5.6705,Cardiff
3/11/2022,8.39,10.35,7.14,94.44,10.25,5.23,1.1038,3.894,98.78,15.61,98.03,5.7542,Cardiff
3/12/2022,8.17,10.69,6.06,86.35,3.19,5.94,2.8284,4.1765,99.17,11.92,84.72,5.8385,Cardiff
3/13/2022,7.76,10.18,4.07,91.33,2.6,4.55,2.5186,4.1974,99.17,11.86,86.35,5.9225,Cardiff
3/14/2022,7.24,11.01,3.98,83.86,0.1,1.38,4.1467,4.3373,101.08,9.26,20.55,6.0072,Cardiff
3/15/2022,7.25,11.62,4.13,92.32,0.15,2.05,2.7883,4.0826,100.85,12.25,92.43,6.0922,Cardiff
3/16/2022,7.03,10.06,3.04,94.15,5.12,2.64,0.9593,3.9785,100.71,14.64,79.56,6.1771,Cardiff
3/17/2022,6.74,10.83,2.72,92.52,1.08,3.38,3.421,4.4033,101.97,11.68,41.99,6.2623,Cardiff
3/18/2022,8.67,13.22,6.07,90.17,0.15,2.61,4.3541,4.5826,102.83,8.83,16.24,6.3475,Cardiff
3/19/2022,8.05,13.24,4.58,83.49,0,5.87,4.6454,4.6512,102.21,6.73,2.22,6.4327,Cardiff
3/20/2022,5.96,10.94,2.03,82.28,0,3.66,4.513,4.5895,101.49,7.68,11.31,6.5177,Cardiff
3/21/2022,7.77,13.86,2.68,89.01,0.01,3,3.0216,4.0802,101.43,16.9,80.78,6.6024,Cardiff
3/22/2022,9.64,14.54,5.6,85.1,0.02,3.51,4.2706,4.3553,101.47,14.47,12.11,6.6878,Cardiff
3/23/2022,9.82,15.4,3.68,77.97,0,1.96,4.247,4.3932,101.71,11.36,30.78,6.773,Cardiff
3/24/2022,10.76,16.01,5.56,65.03,0,1.18,4.3162,4.4347,101.77,11.07,10.64,6.8582,Cardiff
3/25/2022,8.76,14.21,3.76,75.34,0,2.21,4.469,4.5283,101.9,9.01,9.38,6.943,Cardiff
3/26/2022,8.53,14.56,2.99,80.53,0,3.27,4.8619,4.8696,102.04,7.38,1.66,7.0272,Cardiff
3/27/2022,8.16,13.63,4.97,91.61,0.06,3.24,4.5996,4.963,101.84,10.01,14.01,7.1107,Cardiff
3/28/2022,8.78,13.69,3.85,88.72,0.35,2.11,3.7056,4.5166,100.94,15.11,70.63,7.1947,Cardiff
3/29/2022,8.83,11.78,4.69,91.03,0.62,2.72,2.1626,4.5571,99.96,17.04,89.13,7.2785,Cardiff
3/30/2022,6.63,11,2.39,89.23,1.4,2.93,2.9318,4.542,99.49,11.93,91.92,7.3625,Cardiff
3/31/2022,3.39,5.95,0.55,80.57,0.37,5.74,4.4131,5.5529,100.09,6.72,64.88,7.4474,Cardiff
4/1/2022,3.75,6.98,0.73,81.64,0.11,4.31,4.111,5.6246,100.8,7.12,56.56,7.5317,Cardiff
4/2/2022,4.17,7.6,1.14,76.34,0.11,1.67,3.5741,5.4046,101.12,8.5,74.73,7.6157,Cardiff
4/3/2022,4.78,9.36,-0.52,77.75,0.01,2.42,3.8376,5.52,101.36,8.65,66.19,7.6994,Cardiff
4/4/2022,9.34,11.95,5.49,93.88,3.21,4.99,2.0422,5.4494,100.2,21.91,99.79,7.7827,Cardiff
4/5/2022,9.51,11.67,8.23,87.77,0.7,5.77,3.0835,5.7154,99.83,15.14,98.19,7.866,Cardiff
4/6/2022,9.36,11.38,8.25,88.44,8.18,7.63,2.8946,5.6789,98.41,15.62,96.51,7.9493,Cardiff
4/7/2022,7.58,9.96,4.33,80.59,1.74,7.2,4.1215,6.0355,98.09,9.21,73.54,8.0321,Cardiff
4/8/2022,6.45,9.75,3.69,81.46,1.19,2.73,4.111,5.9578,98.97,9.17,84.4,8.1134,Cardiff
4/9/2022,5.55,9.43,1.47,76.66,0.01,2.92,4.7371,6.1558,100.46,7.62,46.48,8.1943,Cardiff
4/10/2022,6.28,10.44,1.37,79,0,3.13,4.5607,5.891,100.48,12.15,82.14,8.2738,Cardiff
4/11/2022,8.78,12.76,4.99,84.39,0.17,4.38,3.5042,5.6585,99.43,16.88,97.68,8.3534,Cardiff
4/12/2022,10.66,14.73,7.72,92.03,11.19,3.37,2.0318,5.3935,99.24,21.78,97.54,8.4326,Cardiff
4/13/2022,10.9,13.87,7.95,91.71,1.34,2.42,3.0185,5.9681,100.34,18.6,75.57,8.5114,Cardiff
4/14/2022,11.12,14.87,7.74,87.89,0.07,1.34,3.1217,6.1711,100.97,15.04,87.82,8.5894,Cardiff
4/15/2022,11.79,16.95,6.53,86.71,0.07,1.88,4.5146,6.1562,101.36,16.71,42.14,8.6669,Cardiff
4/16/2022,12.06,17.59,6.67,84.45,0.04,2.01,5.1998,6.0862,101.6,15.93,77.61,8.7437,Cardiff
4/17/2022,11.16,16.31,6.56,86.66,0.77,3.26,4.6704,5.8946,100.83,13.98,92.82,8.8198,Cardiff
4/18/2022,9.25,12.73,5.51,84.67,0.66,2.72,4.1594,6.5633,100.58,11.91,66.09,8.8949,Cardiff
4/19/2022,8.63,12.5,4.51,84.15,0.68,2.62,4.0762,6.5054,100.59,12.88,70.56,8.9688,Cardiff
4/20/2022,10.49,15.55,5.81,81.01,0.01,3.26,5.5673,6.2527,100.41,12.56,48.02,9.0413,Cardiff
4/21/2022,10.96,16.21,6.32,78.8,0,4.15,5.1938,6.385,99.95,14.29,52.59,9.113,Cardiff
4/22/2022,9.82,14.16,5.36,81.45,0.21,5.58,2.4384,6.4584,99.59,15.2,70.63,9.1855,Cardiff
4/23/2022,10.44,14.86,6.9,83.54,0.21,5.88,3.0533,6.0406,99.22,16.47,88.34,9.2582,Cardiff
4/24/2022,10.59,15.57,6.67,79.6,1.07,4.91,5.3556,6.5774,99.74,14.28,52.09,9.3312,Cardiff
4/25/2022,8.74,12.9,4.65,81.33,0.03,2.9,5.172,6.8549,100.46,10.88,41.1,9.4025,Cardiff
4/26/2022,9.23,14.23,4.61,78.68,0,2.81,5.4276,6.8294,101.01,10.89,43.01,9.4752,Cardiff
4/27/2022,8.22,12.34,4.23,79.57,0.01,3.65,4.1357,7.0073,101.54,9.69,76.23,9.546,Cardiff
4/28/2022,8.3,12.29,4.57,78.25,0,2.67,3.6842,7.0675,101.91,10.09,94.12,9.6137,Cardiff
4/29/2022,8.85,13.39,4.32,79.61,0.01,2.24,4.7834,7.0207,101.95,10.9,69.29,9.6804,Cardiff
4/30/2022,9.03,13.67,3.72,75.09,0.05,1.47,5.3986,6.7846,101.73,15.43,78.36,9.7462,Cardiff
5/1/2022,9.33,11.91,7.63,89.31,4.32,1.96,1.8473,6.7087,101.09,20.26,99.57,9.8112,Cardiff
5/2/2022,11.39,14.42,7.63,85.44,1.08,1.25,2.423,6.985,100.9,17.94,98.82,9.8753,Cardiff
5/3/2022,11.9,16.26,7.61,85.47,1.07,1.39,3.9154,6.7027,100.9,17.5,96.28,9.9386,Cardiff
5/4/2022,11.16,14.56,7.85,91,0.61,3.19,4.8132,7.1316,100.8,17.36,63.14,10.0003,Cardiff
5/5/2022,11.85,16.5,7.22,86.96,0.04,2.21,5.4355,6.9852,101.29,20.12,62.41,10.0618,Cardiff
5/6/2022,11.3,14.32,7.58,91.16,0.87,3.59,3.7291,7.0697,101.37,20.26,88.29,10.1227,Cardiff
5/7/2022,13.07,17.65,7.18,80.64,0.08,2.38,6.4829,7.447,101.43,12.96,53.37,10.1832,Cardiff
5/8/2022,13.5,17.9,9.58,78.11,0.04,2.39,5.9527,7.2319,101.54,16.67,68.75,10.2427,Cardiff
5/9/2022,12.73,17.65,7.14,86.11,0.1,3.53,4.746,7.2365,100.88,18.7,94.3,10.3001,Cardiff
5/10/2022,13.06,15.84,10.79,83.07,1.74,4.71,5.8922,7.6411,100.25,19.98,82.66,10.3555,Cardiff
5/11/2022,12.2,15.13,9.14,88.1,12.64,4.26,4.1671,7.4909,99.79,19.8,66.18,10.4105,Cardiff
5/12/2022,11.5,14.81,7.39,82.38,0.84,4.05,5.1569,7.6646,100.66,12.89,64.74,10.4642,Cardiff
5/13/2022,12.38,15.7,9.07,84.18,0.08,4.82,5.1276,7.4333,100.82,15.28,79.63,10.5178,Cardiff
5/14/2022,13.83,17.97,8.78,79.56,0.39,1.41,6.9151,7.6543,100.82,15.89,63.3,10.5703,Cardiff
5/15/2022,13.88,17.61,10.99,90.01,23.66,3.58,3.0631,6.7618,100.09,29.71,93.23,10.6219,Cardiff
5/16/2022,14.78,18.71,11.31,86.63,3.9,3.44,4.0111,7.4122,100.09,22.82,93.03,10.6723,Cardiff
5/17/2022,14.39,19.73,9.76,86.29,3.01,4.28,4.6565,7.2178,100.32,23.11,66.11,10.7213,Cardiff
5/18/2022,12.85,16.34,9.12,87.58,4.77,3.31,5.1833,7.674,100.56,19.21,77.39,10.7657,Cardiff
5/19/2022,13.13,16.69,9.77,81.42,0.4,2.2,6.2909,8.1571,100.68,13.51,83.77,10.8103,Cardiff
5/20/2022,12.53,16.23,9.75,84.09,1.96,4.3,4.2881,7.9202,100.65,17.87,75.32,10.8542,Cardiff
5/21/2022,12.73,16.49,9.64,83.66,0.29,2.74,5.6995,7.8396,100.87,18.91,78.22,10.8984,Cardiff
5/22/2022,13.59,17.85,8.94,85.83,0.42,2.35,5.1398,7.8864,100.07,23.36,88.21,10.9414,Cardiff
5/23/2022,11.81,13.78,9.18,87.26,3.88,3.04,3.7025,8.0986,99.15,18.56,98.25,10.9841,Cardiff
5/24/2022,11.87,14.93,8.52,81.31,2.02,3.68,6.4589,8.2466,99.56,14.72,64.55,11.0256,Cardiff
5/25/2022,13.03,16.16,10.12,88.38,2.62,5.54,3.3929,7.9558,100.16,20.51,82.32,11.0638,Cardiff
5/26/2022,14.12,17.18,11.25,89.64,1.34,5.64,3.2743,7.801,100.99,27.96,88.47,11.0993,Cardiff
5/27/2022,12.74,16.66,8.88,77.13,0.04,3.36,8.2037,8.3875,101.42,14.47,25.02,11.1346,Cardiff
5/28/2022,12.59,17.27,6.87,76.48,0,2.2,7.6637,8.327,101.35,15.32,24.55,11.1667,Cardiff
5/29/2022,11.19,14.13,7.69,78.89,1.47,1.95,4.861,8.0143,100.76,14.41,68.63,11.1991,Cardiff
5/30/2022,11.43,14.21,8.83,74.46,0.76,2.11,5.0455,8.2644,100.12,14.86,89.87,11.2301,Cardiff
5/31/2022,11.62,14.69,8.41,78.39,1.58,3.29,6.601,8.2726,100.15,16.07,64.27,11.2603,Cardiff
6/1/2022,13.02,16.65,8.81,77.3,0.49,1.9,6.1541,8.3542,100.57,15.05,58.53,11.2891,Cardiff
6/2/2022,14.08,18.01,8.13,75.11,0.03,2.04,6.4382,8.0374,100.75,16.85,39.11,11.3162,Cardiff
6/3/2022,14.31,18.19,8.9,79,1.65,3.1,5.3755,7.6855,100.61,20.99,80.37,11.3424,Cardiff
